title,label1,label2,label3,label4,label5,label6
软件集成系统示例——空中交通管制系统,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
通过上述示例说明软件是容易修改的，但修改正确是很难的,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
了解需求工作在系统工程中的位置，并给出系统工程的概念,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
给出需求分析（问题定义）、软件体系结构设计（解决方案分析）、验证确认及测试（产品评估）的概念,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
说明软件需求是软件开发的工作基础，并大致描述软件开发的几个过程，还简单介绍了自顶向下及自底向上的两种开发方式,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
给出需求及需求获取的定义，并给出两个实例说明,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
说明什么样的陈述可以作为需求，即需求的5个基本性质,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
需求分类分为功能需求、性能需求、外部接口、设计约束及质量属性,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了功能需求，并给出规约内容，且与非功能需求进行对比,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了性能需求，并给出示例,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了外部接口需求，给出示例，并进行分类,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了设计约束，并给出示例及考虑方面，如法规政策、硬件限制等,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了质量属性，并给出示例,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
给出需求发现的技术，其中介绍了第一种技术——自悟，说明其适用条件及成功条件,knowledge,第3章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件设计、框架、模式、模块化、信息隐藏、功能独立、尺寸模块、重构、类、设计模型、模块独立、内聚、耦合、系统设计、数据设计、评估、数据流、映射、详细设计、UML、界面设计,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件需求发现的其他技术——交谈，说明其成功条件、存在的风险及应对措施,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
需求发现的其他技术——观察，并说明其存在的风险,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件需求发现的其他技术——小组会，说明其角色的作用及优点,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
介绍需求规约（SRS）的概念及基本性质,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
特别介绍对于功能需求规约的注意内容,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
介绍需求规约的格式，主要采用IEEE标准830-1998所给出的格式，第一部分为引言，重点说明了其中的概述部分指的就是项目范围,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
第二部分为总体描述,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
第三部分为特定需求，是文档的核心技术，针对其不同的组织方式给出了一些相关模板,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
表达需求规约（规格说明书）的三种风格，第一种为非形式化的规约，第二种为半形式化的规约，第三种为形式化规约,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
对软件需求的规约给出两个注意点,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
需求规约的作用，并对软件测试进行简单说明,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
给出初始测试计划的主要内容及作用,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
用户系统操作描述的主要内容及作用,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
SRS所不能实现的内容,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
关于项目的需求及其需求规约,knowledge,第3章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
使用结构化方法进行需求分析,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍软件开发方法以及软件开发方法学的概念,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件开发方法学在软件工程生存周期过程中的作用,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件需求与软件需求规约的概念,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
结构化方法学的概念,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
结构化方法需求分析的目标,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
实现软件需求分析的目标对方法学的需求,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
"结构化分析中的基本术语
数据流、加工、数据存储、数据源、数据潭
",knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
"模型表达工具——数据流图（DFD图）、机票预订系统的实例
",knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
数据字典——定义数据流和数据存储,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
超市商品销售的数据字典实例,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
定义加工小说明，结构化自然语言,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
判定表，考试成绩判定实例,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
判定树，计算折扣量实例,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
过程指导，建立系统功能模型，建立数据字典，给出加工小说明,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
结构化分析方法应用实例，商业自动化系统实例分析,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析:建立系统的功能模型，顶层数据流图分析,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析:0层数据流图的构建,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析:其他层数据流图的分解方法,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析:数据字典建立,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析：加工小说明,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
结构化分析方法建模中应该注意的问题：模型平衡问题、信息组织复杂性控制问题,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
实例分株 图书馆理系统,knowledge,第4章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
使用结构化方法进行需求分析(2),knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
图书管理系统实例介绍,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析：对系统进行功能抽象,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析：顶层数据流图建立,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析：1层数据流图的建立 ,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析：数据字典的建立,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析：加工小说明的建立 ,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
需求规约与需求文档的关系,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件需求规格说明书的书写——引言部分,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件需求规格说明书的书写——概述部分,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件需求规格说明书的书写——数据流图与数据字典及加工说明,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件需求规格说明书的书写——接口、性能需求、属性,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件需求规格说明书的书写——其他需求,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
需求验证,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
回顾总结本章基本概念,knowledge,第4章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
结构化设计方法(1),knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍本节课的主要内容和设计的基本概念,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
结构化设计的分类：总体设计和详细设计,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
实现软件设计的目标对结构化设计方法的需求，回顾了结构化分析方法,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
结构化设计方法——在总体设计层：引入了两个术语/符号，引入了模块结构图，过程指导,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计的两步实现,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第一步（DFD到初始的MSD）：数据流图分类，变换型DFD、事务型DFD,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第一步（DFD到初始的MSD）：变换设计的基本步骤,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第一步（DFD到初始的MSD）：事务设计的基本步骤,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第一步（DFD到初始的MSD）：总结，案例，输入、输出、变换的精化,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：将初始的MSD转换为最终可供详细设计使用的MSD总体介绍,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块和模块化的概念、模块化的原因,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价——耦合，定义、依赖因素,knowledge,第5章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
结构化设计方法(2),knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件工程的学习在于理解而不是背诵概念,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价——耦合，类型、模型、原则,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价——内聚，定义、类型、模型,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价——启发式规则总体介绍,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价——启发式规则，改进软件结构，提高模块独立性,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价——启发式规则，模块规模适中—每页60行语句（心理学角度）,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价——启发式规则，深度、宽度、扇入和扇出适中,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：模块化的评价——启发式规则，模块的作用域力争在控制欲之内,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：根据数字仪表板案例介绍改进软件结构，提高模块独立性的内容,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：输入部分的精华,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：输出部分的精华,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计第二步：变换部分的精华,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计总结,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
本节课总体设计课程的总结,knowledge,第5章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
结构化设计方法(3),knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
设计阶段和设计内容的知识框架介绍,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
总体设计三阶段：初始设计、精华设计、设计复审阶段,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
接口设计：分类,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
接口设计：人机交互界面——用户界面应具备的特性、用户类型、界面设计类型、设计详细的交互,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
数据设计：文件设计,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
数据设计：数据库设计（略讲）,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
详细设计层：基本概念,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
详细设计层：第一种表达——伪码（类程序设计语言PDL，program design language）,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
详细设计层：第二种表达——程序流程图（程序框图）,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
详细设计层：第三种表达——PAD图（program analysis diagram）,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
详细设计层：第四种表达——N-S图,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
详细设计层：第五种表达——判定表和判定树，结构化分析方法已经提过，此处略讲,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
软件设计规约（软件设计说明书）：基本概念,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
软件设计规约（软件设计说明书）：组成——概要设计规约和详细设计规约,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
软件设计规约（软件设计说明书）：格式——引言，总体设计，运行设计，系统出错处理、模块设计说明,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
软件设计评审：基本概念,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
软件设计评审：方法——非正式评审,knowledge,第5章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
结构化设计方法(4),knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
软件设计评审：指南，提出“走查”的概念,knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
软件设计评审：评审检查表,knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
结构化方法总结：结构化方法的世界观,knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
结构化方法总结：基于的基本原理（举例：开门）,knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
结构化方法总结：可视作系统化的软件系统建模方法,knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
结构化方法总结：该方法的组成,knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
结构化方法总结：问题,knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
第二阶段课程实践的安排和课后作业的布置,knowledge,第5章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
敏捷软件开发(1),knowledge,第6章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
说明敏捷软件开发的含义、具体开发的一系列问题、原则和策略，并推荐教材,knowledge,第6章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
敏捷软件开发概念，理念和过程。提出敏捷软件工程。并针对开发过程举出实际例子进行阐述,knowledge,第6章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
提出敏捷聪明、敏捷联盟宣言,knowledge,第6章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
个体交互胜过过程和工具的对比,knowledge,第6章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
可工作的软件胜过面面俱到的文档,knowledge,第6章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
客户合作胜过合同谈判,knowledge,第6章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
响应变化胜过遵循计划，响应变化的注意事项，策略,knowledge,第6章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
