"beidawlf_03_01_01","3.1","00:00:00.000","01:10:00.000","说明本章内容在于带领大家了解关于需求、软件需求、软件需求规约等一系列问题","beidawlf_03_01_01"
"beidawlf_03_01_02","3.1","01:10:00.000","02:05:00.000","说明正确定义问题是解决问题的前提，提出定义问题的基本要素及基本格式","beidawlf_03_01_02"
"beidawlf_03_01_03","3.1","02:05:00.000","04:15:00.000","如何认识需求工作，说明软件无处不在","beidawlf_03_01_03"
"beidawlf_03_01_04","3.1","04:15:00.000","05:00:00.000","软件集成系统示例——空中交通管制系统","beidawlf_03_01_04"
"beidawlf_03_01_05","3.1","05:00:00.000","06:42:00.000","通过上述示例说明软件是容易修改的，但修改正确是很难的","beidawlf_03_01_05"
"beidawlf_03_01_06","3.1","06:42:00.000","12:22:00.000","了解需求工作在系统工程中的位置，并给出系统工程的概念","beidawlf_03_01_06"
"beidawlf_03_01_07","3.1","12:22:00.000","13:44:00.000","给出需求分析（问题定义）、软件体系结构设计（解决方案分析）、验证确认及测试（产品评估）的概念","beidawlf_03_01_07"
"beidawlf_03_01_08","3.1","13:44:00.000","18:25:00.000","说明软件需求是软件开发的工作基础，并大致描述软件开发的几个过程，还简单介绍了自顶向下及自底向上的两种开发方式","beidawlf_03_01_08"
"beidawlf_03_01_09","3.2","18:25:00.000","21:08:00.000","给出需求及需求获取的定义，并给出两个实例说明","beidawlf_03_01_09"
"beidawlf_03_01_10","3.2","21:08:00.000","1900-01-01 01:09:00.000","说明什么样的陈述可以作为需求，即需求的5个基本性质","beidawlf_03_01_10"
"beidawlf_03_01_11","3.2","1900-01-01 01:09:00.000","1900-01-01 01:22:00.000","需求分类分为功能需求、性能需求、外部接口、设计约束及质量属性","beidawlf_03_01_11"
"beidawlf_03_01_12","3.3","1900-01-01 01:22:00.000","1900-01-01 04:53:00.000","介绍了功能需求，并给出规约内容，且与非功能需求进行对比","beidawlf_03_01_12"
"beidawlf_03_01_13","3.3","1900-01-01 04:53:00.000","1900-01-01 06:42:00.000","介绍了性能需求，并给出示例","beidawlf_03_01_13"
"beidawlf_03_01_14","3.3","1900-01-01 06:42:00.000","1900-01-01 12:07:00.000","介绍了外部接口需求，给出示例，并进行分类","beidawlf_03_01_14"
"beidawlf_03_01_15","3.3","1900-01-01 12:07:00.000","1900-01-01 23:02:00.000","介绍了设计约束，并给出示例及考虑方面，如法规政策、硬件限制等","beidawlf_03_01_15"
"beidawlf_03_01_16","3.3","1900-01-01 23:02:00.000","1900-01-02 02:11:00.000","介绍了质量属性，并给出示例","beidawlf_03_01_16"
"beidawlf_03_01_17","3.2","1900-01-02 02:11:00.000","1900-01-02 04:21:00.000","给出需求发现的技术，其中介绍了第一种技术——自悟，说明其适用条件及成功条件","beidawlf_03_01_17"
"beidawlf_03_02","3.2","00:00:00.000","1900-01-01 18:29:00.000","软件设计、框架、模式、模块化、信息隐藏、功能独立、尺寸模块、重构、类、设计模型、模块独立、内聚、耦合、系统设计、数据设计、评估、数据流、映射、详细设计、UML、界面设计","beidawlf_03_02"
"beidawlf_03_02_01","3.2","00:00:00.000","04:46:00.000","软件需求发现的其他技术——交谈，说明其成功条件、存在的风险及应对措施","beidawlf_03_02_01"
"beidawlf_03_02_02","3.2","04:46:00.000","06:45:00.000","需求发现的其他技术——观察，并说明其存在的风险","beidawlf_03_02_02"
"beidawlf_03_02_03","3.2","06:45:00.000","08:49:00.000","软件需求发现的其他技术——小组会，说明其角色的作用及优点","beidawlf_03_02_03"
"beidawlf_03_02_05","3.3","10:38:00.000","13:19:00.000","介绍需求规约（SRS）的概念及基本性质","beidawlf_03_02_05"
"beidawlf_03_02_06","3.3","13:19:00.000","13:47:00.000","特别介绍对于功能需求规约的注意内容","beidawlf_03_02_06"
"beidawlf_03_02_07","3.3","13:47:00.000","15:22:00.000","介绍需求规约的格式，主要采用IEEE标准830-1998所给出的格式，第一部分为引言，重点说明了其中的概述部分指的就是项目范围","beidawlf_03_02_07"
"beidawlf_03_02_08","4.1","15:22:00.000","16:56:00.000","第二部分为总体描述","beidawlf_03_02_08"
"beidawlf_03_02_09","4.1","16:56:00.000","18:47:00.000","第三部分为特定需求，是文档的核心技术，针对其不同的组织方式给出了一些相关模板","beidawlf_03_02_09"
"beidawlf_03_02_10","4.1","18:47:00.000","22:38:00.000","表达需求规约（规格说明书）的三种风格，第一种为非形式化的规约，第二种为半形式化的规约，第三种为形式化规约","beidawlf_03_02_10"
"beidawlf_03_02_11","4.1","22:38:00.000","23:52:00.000","对软件需求的规约给出两个注意点","beidawlf_03_02_11"
"beidawlf_03_02_12","4.1","23:52:00.000","1900-01-01 05:59:00.000","需求规约的作用，并对软件测试进行简单说明","beidawlf_03_02_12"
"beidawlf_03_02_13","7.2","1900-01-01 05:59:00.000","1900-01-01 06:44:00.000","给出初始测试计划的主要内容及作用","beidawlf_03_02_13"
"beidawlf_03_02_14","3.8","1900-01-01 06:44:00.000","1900-01-01 11:14:00.000","用户系统操作描述的主要内容及作用","beidawlf_03_02_14"
"beidawlf_03_02_15","3.8","1900-01-01 11:14:00.000","1900-01-01 13:13:00.000","SRS所不能实现的内容","beidawlf_03_02_15"
"beidawlf_03_02_16","3.8","1900-01-01 13:13:00.000","1900-01-01 18:19:00.000","关于项目的需求及其需求规约","beidawlf_03_02_16"
"beidawlf_04_01","4.1","00:00:00.000","1900-01-02 00:01:00.000","使用结构化方法进行需求分析","beidawlf_04_01"
"beidawlf_04_01_01","4.1","00:00:00.000","03:20:00.000","介绍软件开发方法以及软件开发方法学的概念","beidawlf_04_01_01"
"beidawlf_04_01_02","4.1","03:20:00.000","04:05:00.000","软件开发方法学在软件工程生存周期过程中的作用","beidawlf_04_01_02"
"beidawlf_04_01_03","4.1","04:05:00.000","05:42:00.000","软件需求与软件需求规约的概念","beidawlf_04_01_03"
"beidawlf_04_01_04","4.1","05:42:00.000","07:43:00.000","结构化方法学的概念","beidawlf_04_01_04"
"beidawlf_04_01_05","4.1","07:43:00.000","10:37:00.000","结构化方法需求分析的目标","beidawlf_04_01_05"
"beidawlf_04_01_06","4.1","10:37:00.000","12:10:00.000","实现软件需求分析的目标对方法学的需求","beidawlf_04_01_06"
"beidawlf_04_01_07","4.1","12:10:00.000","14:59:00.000","结构化分析中的基本术语
数据流、加工、数据存储、数据源、数据潭
","beidawlf_04_01_07"
"beidawlf_04_01_08","2.4","14:59:00.000","17:40:00.000","模型表达工具——数据流图（DFD图）、机票预订系统的实例
","beidawlf_04_01_08"
"beidawlf_04_01_09","2.5","17:40:00.000","19:09:00.000","数据字典——定义数据流和数据存储","beidawlf_04_01_09"
"beidawlf_04_01_10","2.5","19:09:00.000","21:35:00.000","超市商品销售的数据字典实例","beidawlf_04_01_10"
"beidawlf_04_01_11","4.1","21:35:00.000","23:30:00.000","定义加工小说明，结构化自然语言","beidawlf_04_01_11"
"beidawlf_04_01_12","6.3","23:30:00.000","1900-01-01 00:57:00.000","判定表，考试成绩判定实例","beidawlf_04_01_12"
"beidawlf_04_01_13","6.3","1900-01-01 00:57:00.000","1900-01-01 02:09:00.000","判定树，计算折扣量实例","beidawlf_04_01_13"
"beidawlf_04_01_14","2.5","1900-01-01 02:09:00.000","1900-01-01 05:12:00.000","过程指导，建立系统功能模型，建立数据字典，给出加工小说明","beidawlf_04_01_14"
"beidawlf_04_01_15","2.5","1900-01-01 05:12:00.000","1900-01-01 06:27:00.000","结构化分析方法应用实例，商业自动化系统实例分析","beidawlf_04_01_15"
"beidawlf_04_01_16","2.4","1900-01-01 06:27:00.000","1900-01-01 09:16:00.000","实例分析:建立系统的功能模型，顶层数据流图分析","beidawlf_04_01_16"
"beidawlf_04_01_17","2.4","1900-01-01 09:16:00.000","1900-01-01 13:20:00.000","实例分析:0层数据流图的构建","beidawlf_04_01_17"
"beidawlf_04_01_18","2.4","1900-01-01 13:20:00.000","1900-01-01 17:13:00.000","实例分析:其他层数据流图的分解方法","beidawlf_04_01_18"
"beidawlf_04_01_19","2.5","1900-01-01 17:13:00.000","1900-01-01 17:59:00.000","实例分析:数据字典建立","beidawlf_04_01_19"
"beidawlf_04_01_20","2.5","1900-01-01 17:59:00.000","1900-01-01 19:03:00.000","实例分析：加工小说明","beidawlf_04_01_20"
"beidawlf_04_01_21","2.2","1900-01-01 19:03:00.000","1900-01-01 23:00:00.000","结构化分析方法建模中应该注意的问题：模型平衡问题、信息组织复杂性控制问题","beidawlf_04_01_21"
"beidawlf_04_01_22","2.2","1900-01-01 23:00:00.000","1900-01-02 00:01:00.000","实例分株 图书馆理系统","beidawlf_04_01_22"
"beidawlf_04_02","3.5","00:00:00.000","1900-01-01 23:47:00.000","使用结构化方法进行需求分析(2)","beidawlf_04_02"
"beidawlf_04_02_01","3.5","00:00:00.000","03:00:00.000","图书管理系统实例介绍","beidawlf_04_02_01"
"beidawlf_04_02_02","2.2","03:00:00.000","05:00:00.000","实例分析：对系统进行功能抽象","beidawlf_04_02_02"
"beidawlf_04_02_03","2.4","05:00:00.000","08:28:00.000","实例分析：顶层数据流图建立","beidawlf_04_02_03"
"beidawlf_04_02_04","2.4","08:28:00.000","13:56:00.000","实例分析：1层数据流图的建立 ","beidawlf_04_02_04"
"beidawlf_04_02_05","2.5","13:56:00.000","16:42:00.000","实例分析：数据字典的建立","beidawlf_04_02_05"
"beidawlf_04_02_06","2.5","16:42:00.000","17:24:00.000","实例分析：加工小说明的建立 ","beidawlf_04_02_06"
"beidawlf_04_02_07","3.3","17:24:00.000","19:00:00.000","需求规约与需求文档的关系","beidawlf_04_02_07"
"beidawlf_04_02_08","3.3","19:00:00.000","22:10:00.000","软件需求规格说明书的书写——引言部分","beidawlf_04_02_08"
"beidawlf_04_02_09","3.3","22:10:00.000","1900-01-01 00:40:00.000","软件需求规格说明书的书写——概述部分","beidawlf_04_02_09"
"beidawlf_04_02_10","3.3","1900-01-01 00:40:00.000","1900-01-01 02:24:00.000","软件需求规格说明书的书写——数据流图与数据字典及加工说明","beidawlf_04_02_10"
"beidawlf_04_02_11","3.3","1900-01-01 02:24:00.000","1900-01-01 06:12:00.000","软件需求规格说明书的书写——接口、性能需求、属性","beidawlf_04_02_11"
"beidawlf_04_02_12","3.3","1900-01-01 06:12:00.000","1900-01-01 08:20:00.000","软件需求规格说明书的书写——其他需求","beidawlf_04_02_12"
"beidawlf_04_02_13","3.8","1900-01-01 08:20:00.000","1900-01-01 16:15:00.000","需求验证","beidawlf_04_02_13"
"beidawlf_04_02_14","3.8","1900-01-01 16:15:00.000","1900-01-01 23:47:00.000","回顾总结本章基本概念","beidawlf_04_02_14"
"beidawlf_05_01","6.1","00:00:00.000","1900-01-02 09:36:00.000","结构化设计方法(1)","beidawlf_05_01"
"beidawlf_05_01_01","6.1","00:00:00.000","01:15:00.000","介绍本节课的主要内容和设计的基本概念","beidawlf_05_01_01"
"beidawlf_05_01_02","5.1","01:15:00.000","01:48:00.000","结构化设计的分类：总体设计和详细设计","beidawlf_05_01_02"
"beidawlf_05_01_03","5.1","01:48:00.000","07:32:00.000","实现软件设计的目标对结构化设计方法的需求，回顾了结构化分析方法","beidawlf_05_01_03"
"beidawlf_05_01_04","5.1","07:32:00.000","08:45:00.000","结构化设计方法——在总体设计层：引入了两个术语/符号，引入了模块结构图，过程指导","beidawlf_05_01_04"
"beidawlf_05_01_05","5.1","08:45:00.000","09:47:00.000","总体设计的两步实现","beidawlf_05_01_05"
"beidawlf_05_01_06","5.1","09:47:00.000","15:15:00.000","总体设计第一步（DFD到初始的MSD）：数据流图分类，变换型DFD、事务型DFD","beidawlf_05_01_06"
"beidawlf_05_01_07","5.1","15:15:00.000","1900-01-01 04:33:00.000","总体设计第一步（DFD到初始的MSD）：变换设计的基本步骤","beidawlf_05_01_07"
"beidawlf_05_01_08","5.1","1900-01-01 04:33:00.000","1900-01-01 08:15:00.000","总体设计第一步（DFD到初始的MSD）：事务设计的基本步骤","beidawlf_05_01_08"
"beidawlf_05_01_09","5.1","1900-01-01 08:15:00.000","1900-01-01 15:15:00.000","总体设计第一步（DFD到初始的MSD）：总结，案例，输入、输出、变换的精化","beidawlf_05_01_09"
"beidawlf_05_01_10","5.1","1900-01-01 15:15:00.000","1900-01-01 16:51:00.000","总体设计第二步：将初始的MSD转换为最终可供详细设计使用的MSD总体介绍","beidawlf_05_01_10"
"beidawlf_05_01_11","5.1","1900-01-01 16:51:00.000","1900-01-01 21:43:00.000","总体设计第二步：模块和模块化的概念、模块化的原因","beidawlf_05_01_11"
"beidawlf_05_01_12","5.1","1900-01-01 21:43:00.000","1900-01-01 22:13:00.000","总体设计第二步：模块化的评价","beidawlf_05_01_12"
"beidawlf_05_01_13","5.1","1900-01-01 22:13:00.000","1900-01-01 23:36:00.000","总体设计第二步：模块化的评价——耦合，定义、依赖因素","beidawlf_05_01_13"
